Month_Year,state,county,deaths,cases,PR_State
2020-04-02,AK,Aleutians East Borough ,0,0,US
2020-04-02,AK,Aleutians West Census Area ,0,0,US
2020-04-02,AK,Bethel Census Area ,0,4,US
2020-04-02,AK,Bristol Bay Borough ,0,0,US
2020-04-02,AK,City and Borough of Juneau,0,108,US
2020-04-02,AK,City and Borough of Sitka,0,4,US
2020-04-02,AK,City and Borough of Wrangell,0,0,US
2020-04-02,AK,City and Borough of Yakutat,0,0,US
2020-04-02,AK,Denali Borough ,0,0,US
2020-04-02,AK,Dillingham Census Area ,0,0,US
2020-04-02,AK,Fairbanks North Star Borough ,8,323,US
2020-04-02,AK,Haines Borough ,0,0,US
2020-04-02,AK,Hoonah-Angoon Census Area ,0,0,US
2020-04-02,AK,Kenai Peninsula Borough ,4,76,US
2020-04-02,AK,Ketchikan Gateway Borough ,0,64,US
2020-04-02,AK,Kodiak Island Borough ,0,4,US
2020-04-02,AK,Kusilvak Census Area ,0,0,US
2020-04-02,AK,Lake and Peninsula Borough ,0,0,US
2020-04-02,AK,Matanuska-Susitna Borough ,4,84,US
2020-04-02,AK,Municipality of Anchorage,16,704,US
2020-04-02,AK,Municipality of Skagway,0,0,US
2020-04-02,AK,Nome Census Area ,0,4,US
2020-04-02,AK,North Slope Borough ,0,0,US
2020-04-02,AK,Northwest Arctic Borough ,0,0,US
2020-04-02,AK,Petersburg Borough ,4,15,US
2020-04-02,AK,Prince of Wales - Hyder Census Area ,0,8,US
2020-04-02,AK,Southeast Fairbanks Census Area ,0,4,US
2020-04-02,AK,Valdez-Cordova Census Area ,0,0,US
2020-04-02,AK,Yukon-Koyukuk Census Area ,0,4,US
2020-04-02,AL,Autauga ,12,163,US
2020-04-02,AL,Baldwin ,9,686,US
2020-04-02,AL,Barbour ,2,148,US
2020-04-02,AL,Bibb ,0,168,US
2020-04-02,AL,Blount ,0,141,US
2020-04-02,AL,Bullock ,0,49,US
2020-04-02,AL,Butler ,4,183,US
2020-04-02,AL,Calhoun ,12,368,US
2020-04-02,AL,Chambers ,79,1159,US
2020-04-02,AL,Cherokee ,0,59,US
2020-04-02,AL,Chilton ,4,207,US
2020-04-02,AL,Choctaw ,0,160,US
2020-04-02,AL,Clarke ,4,118,US
2020-04-02,AL,Clay ,4,80,US
2020-04-02,AL,Cleburne ,4,48,US
2020-04-02,AL,Coffee ,0,421,US
2020-04-02,AL,Colbert ,8,108,US
2020-04-02,AL,Conecuh ,0,36,US
2020-04-02,AL,Coosa ,4,116,US
2020-04-02,AL,Covington ,4,141,US
2020-04-02,AL,Crenshaw ,0,64,US
2020-04-02,AL,Cullman ,0,214,US
2020-04-02,AL,Dale ,0,102,US
2020-04-02,AL,Dallas ,12,149,US
2020-04-02,AL,DeKalb ,8,302,US
2020-04-02,AL,Elmore ,6,331,US
2020-04-02,AL,Escambia ,4,108,US
2020-04-02,AL,Etowah ,33,534,US
2020-04-02,AL,Fayette ,0,22,US
2020-04-02,AL,Franklin ,0,190,US
2020-04-02,AL,Geneva ,0,34,US
2020-04-02,AL,Greene ,3,197,US
2020-04-02,AL,Hale ,8,172,US
2020-04-02,AL,Henry ,4,91,US
2020-04-02,AL,Houston ,12,340,US
2020-04-02,AL,Jackson ,8,186,US
2020-04-02,AL,Jefferson ,167,3467,US
2020-04-02,AL,Lamar ,0,41,US
2020-04-02,AL,Lauderdale ,8,131,US
2020-04-02,AL,Lawrence ,0,48,US
2020-04-02,AL,Lee ,105,1522,US
2020-04-02,AL,Limestone ,0,174,US
2020-04-02,AL,Lowndes ,4,216,US
2020-04-02,AL,Macon ,8,142,US
2020-04-02,AL,Madison ,16,885,US
2020-04-02,AL,Marengo ,12,182,US
2020-04-02,AL,Marion ,24,300,US
2020-04-02,AL,Marshall ,23,1256,US
2020-04-02,AL,Mobile ,197,4034,US
2020-04-02,AL,Monroe ,4,48,US
2020-04-02,AL,Montgomery ,22,1249,US
2020-04-02,AL,Morgan ,0,267,US
2020-04-02,AL,Perry ,0,36,US
2020-04-02,AL,Pickens ,4,190,US
2020-04-02,AL,Pike ,0,262,US
2020-04-02,AL,Randolph ,16,247,US
2020-04-02,AL,Russell ,0,220,US
2020-04-02,AL,Shelby ,42,1277,US
2020-04-02,AL,St. Clair ,0,280,US
2020-04-02,AL,Sumter ,8,230,US
2020-04-02,AL,Talladega ,8,237,US
2020-04-02,AL,Tallapoosa ,70,1119,US
2020-04-02,AL,Tuscaloosa ,2,805,US
2020-04-02,AL,Walker ,0,374,US
2020-04-02,AL,Washington ,4,128,US
2020-04-02,AL,Wilcox ,5,246,US
2020-04-02,AL,Winston ,0,52,US
2020-04-02,AR,Arkansas ,0,8,US
2020-04-02,AR,Ashley ,0,54,US
2020-04-02,AR,Baxter ,0,20,US
2020-04-02,AR,Benton ,0,390,US
2020-04-02,AR,Boone ,0,16,US
2020-04-02,AR,Bradley ,4,38,US
2020-04-02,AR,Calhoun ,0,0,US
2020-04-02,AR,Carroll ,0,19,US
2020-04-02,AR,Chicot ,0,36,US
2020-04-02,AR,Clark ,0,112,US
2020-04-02,AR,Clay ,0,11,US
2020-04-02,AR,Cleburne ,16,288,US
2020-04-02,AR,Cleveland ,0,41,US
2020-04-02,AR,Columbia ,0,46,US
2020-04-02,AR,Conway ,4,50,US
2020-04-02,AR,Craighead ,0,286,US
2020-04-02,AR,Crawford ,0,16,US
2020-04-02,AR,Crittenden ,20,719,US
2020-04-02,AR,Cross ,0,66,US
2020-04-02,AR,Dallas ,0,4,US
2020-04-02,AR,Desha ,0,64,US
2020-04-02,AR,Drew ,4,55,US
2020-04-02,AR,Faulkner ,8,302,US
2020-04-02,AR,Franklin ,0,8,US
2020-04-02,AR,Fulton ,0,4,US
2020-04-02,AR,Garland ,0,460,US
2020-04-02,AR,Grant ,0,51,US
2020-04-02,AR,Greene ,0,64,US
2020-04-02,AR,Hempstead ,4,20,US
2020-04-02,AR,Hot Spring ,0,61,US
2020-04-02,AR,Howard ,0,52,US
2020-04-02,AR,Independence ,0,36,US
2020-04-02,AR,Izard ,0,20,US
2020-04-02,AR,Jackson ,0,4,US
2020-04-02,AR,Jefferson ,50,659,US
2020-04-02,AR,Johnson ,0,118,US
2020-04-02,AR,Lafayette ,4,28,US
2020-04-02,AR,Lawrence ,5,193,US
2020-04-02,AR,Lee ,4,12,US
2020-04-02,AR,Lincoln ,0,3137,US
2020-04-02,AR,Little River ,0,0,US
2020-04-02,AR,Logan ,0,8,US
2020-04-02,AR,Lonoke ,0,161,US
2020-04-02,AR,Madison ,0,4,US
2020-04-02,AR,Marion ,0,4,US
2020-04-02,AR,Miller ,4,133,US
2020-04-02,AR,Mississippi ,0,61,US
2020-04-02,AR,Monroe ,0,16,US
2020-04-02,AR,Montgomery ,0,3,US
2020-04-02,AR,Nevada ,0,4,US
2020-04-02,AR,Newton ,0,12,US
2020-04-02,AR,Ouachita ,0,24,US
2020-04-02,AR,Perry ,0,25,US
2020-04-02,AR,Phillips ,4,16,US
2020-04-02,AR,Pike ,0,12,US
2020-04-02,AR,Poinsett ,3,79,US
2020-04-02,AR,Polk ,0,28,US
2020-04-02,AR,Pope ,0,170,US
2020-04-02,AR,Prairie ,0,8,US
2020-04-02,AR,Pulaski ,64,1995,US
2020-04-02,AR,Randolph ,0,67,US
2020-04-02,AR,Saline ,4,244,US
2020-04-02,AR,Scott ,0,4,US
2020-04-02,AR,Searcy ,0,24,US
2020-04-02,AR,Sebastian ,0,50,US
2020-04-02,AR,Sevier ,2,44,US
2020-04-02,AR,Sharp ,0,22,US
2020-04-02,AR,St. Francis ,0,329,US
2020-04-02,AR,Stone ,0,28,US
2020-04-02,AR,Union ,0,176,US
2020-04-02,AR,Van Buren ,8,110,US
2020-04-02,AR,Washington ,12,324,US
2020-04-02,AR,White ,4,129,US
2020-04-02,AR,Woodruff ,0,4,US
2020-04-02,AR,Yell ,0,12,US
2020-04-02,AZ,Apache ,21,1583,US
2020-04-02,AZ,Cochise ,0,150,US
2020-04-02,AZ,Coconino ,156,1803,US
2020-04-02,AZ,Gila ,0,47,US
2020-04-02,AZ,Graham ,0,44,US
2020-04-02,AZ,Greenlee ,0,8,US
2020-04-02,AZ,La Paz ,0,36,US
2020-04-02,AZ,Maricopa ,544,14730,US
2020-04-02,AZ,Mohave ,25,417,US
2020-04-02,AZ,Navajo ,75,2687,US
2020-04-02,AZ,Pima ,314,4808,US
2020-04-02,AZ,Pinal ,40,1508,US
2020-04-02,AZ,Santa Cruz ,0,125,US
2020-04-02,AZ,Yavapai ,6,312,US
2020-04-02,AZ,Yuma ,4,256,US
2020-04-02,CA,Alameda ,224,6202,PR
2020-04-02,CA,Alpine ,0,8,PR
2020-04-02,CA,Amador ,0,32,PR
2020-04-02,CA,Butte ,0,64,PR
2020-04-02,CA,Calaveras ,0,52,PR
2020-04-02,CA,City and of San Francisco,94,5881,PR
2020-04-02,CA,Colusa ,0,12,PR
2020-04-02,CA,Contra Costa ,102,3415,PR
2020-04-02,CA,Del Norte ,0,12,PR
2020-04-02,CA,El Dorado ,0,175,PR
2020-04-02,CA,Fresno ,28,2121,PR
2020-04-02,CA,Glenn ,0,20,PR
2020-04-02,CA,Humboldt ,0,214,PR
2020-04-02,CA,Imperial ,33,1240,PR
2020-04-02,CA,Inyo ,4,76,PR
2020-04-02,CA,Kern ,23,3434,PR
2020-04-02,CA,Kings ,4,310,PR
2020-04-02,CA,Lake ,0,25,PR
2020-04-02,CA,Lassen ,0,0,PR
2020-04-02,CA,Los Angeles ,4109,87060,PR
2020-04-02,CA,Madera ,8,181,PR
2020-04-02,CA,Marin ,50,920,PR
2020-04-02,CA,Mariposa ,0,5,PR
2020-04-02,CA,Mendocino ,0,46,PR
2020-04-02,CA,Merced ,12,469,PR
2020-04-02,CA,Modoc ,0,0,PR
2020-04-02,CA,Mono ,4,104,PR
2020-04-02,CA,Monterey ,19,795,PR
2020-04-02,CA,Napa ,8,264,PR
2020-04-02,CA,Nevada ,4,162,PR
2020-04-02,CA,Orange ,170,8922,PR
2020-04-02,CA,Placer ,32,580,PR
2020-04-02,CA,Plumas ,0,16,PR
2020-04-02,CA,Riverside ,574,15351,PR
2020-04-02,CA,Sacramento ,166,4243,PR
2020-04-02,CA,San Benito ,8,199,PR
2020-04-02,CA,San Bernardino ,349,7585,PR
2020-04-02,CA,San Diego ,475,13451,PR
2020-04-02,CA,San Joaquin ,100,2139,PR
2020-04-02,CA,San Luis Obispo ,4,707,PR
2020-04-02,CA,San Mateo ,185,4492,PR
2020-04-02,CA,Santa Barbara ,30,1927,PR
2020-04-02,CA,Santa Clara ,427,8524,PR
2020-04-02,CA,Santa Cruz ,8,507,PR
2020-04-02,CA,Shasta ,4,123,PR
2020-04-02,CA,Sierra ,0,0,PR
2020-04-02,CA,Siskiyou ,0,20,PR
2020-04-02,CA,Solano ,18,992,PR
2020-04-02,CA,Sonoma ,8,906,PR
2020-04-02,CA,Stanislaus ,41,1349,PR
2020-04-02,CA,Sutter ,8,118,PR
2020-04-02,CA,Tehama ,0,4,PR
2020-04-02,CA,Trinity ,0,0,PR
2020-04-02,CA,Tulare ,143,2376,PR
2020-04-02,CA,Tuolumne ,0,8,PR
2020-04-02,CA,Ventura ,69,2063,PR
2020-04-02,CA,Yolo ,64,650,PR
2020-04-02,CA,Yuba ,4,68,PR
2020-04-02,CO,Adams ,246,5896,US
2020-04-02,CO,Alamosa ,8,40,US
2020-04-02,CO,Arapahoe ,547,9425,US
2020-04-02,CO,Archuleta ,0,32,US
2020-04-02,CO,Baca ,0,40,US
2020-04-02,CO,Bent ,0,0,US
2020-04-02,CO,Boulder ,145,2203,US
2020-04-02,CO,Chaffee ,55,264,US
2020-04-02,CO,Cheyenne ,0,0,US
2020-04-02,CO,City and of Broomfield,32,583,US
2020-04-02,CO,City and of Denver,584,11364,US
2020-04-02,CO,Clear Creek ,4,52,US
2020-04-02,CO,Conejos ,0,0,US
2020-04-02,CO,Costilla ,0,12,US
2020-04-02,CO,Crowley ,4,8,US
2020-04-02,CO,Custer ,0,8,US
2020-04-02,CO,Delta ,4,154,US
2020-04-02,CO,Dolores ,0,0,US
2020-04-02,CO,Douglas ,84,1848,US
2020-04-02,CO,Eagle ,28,2163,US
2020-04-02,CO,El Paso ,276,3604,US
2020-04-02,CO,Elbert ,4,111,US
2020-04-02,CO,Fremont ,0,88,US
2020-04-02,CO,Garfield ,8,361,US
2020-04-02,CO,Gilpin ,0,4,US
2020-04-02,CO,Grand ,0,20,US
2020-04-02,CO,Gunnison ,17,644,US
2020-04-02,CO,Hinsdale ,0,12,US
2020-04-02,CO,Huerfano ,0,8,US
2020-04-02,CO,Jackson ,0,0,US
2020-04-02,CO,Jefferson ,279,5226,US
2020-04-02,CO,Kiowa ,0,0,US
2020-04-02,CO,Kit Carson ,8,81,US
2020-04-02,CO,La Plata ,0,242,US
2020-04-02,CO,Lake ,0,69,US
2020-04-02,CO,Larimer ,72,1366,US
2020-04-02,CO,Las Animas ,0,12,US
2020-04-02,CO,Lincoln ,0,12,US
2020-04-02,CO,Logan ,4,1077,US
2020-04-02,CO,Mesa ,0,172,US
2020-04-02,CO,Mineral ,0,8,US
2020-04-02,CO,Moffat ,0,24,US
2020-04-02,CO,Montezuma ,8,62,US
2020-04-02,CO,Montrose ,43,378,US
2020-04-02,CO,Morgan ,63,1372,US
2020-04-02,CO,Otero ,4,34,US
2020-04-02,CO,Ouray ,4,20,US
2020-04-02,CO,Park ,0,40,US
2020-04-02,CO,Phillips ,0,20,US
2020-04-02,CO,Pitkin ,8,204,US
2020-04-02,CO,Prowers ,0,4,US
2020-04-02,CO,Pueblo ,38,545,US
2020-04-02,CO,Rio Blanco ,0,4,US
2020-04-02,CO,Rio Grande ,0,28,US
2020-04-02,CO,Routt ,16,217,US
2020-04-02,CO,Saguache ,0,12,US
2020-04-02,CO,San Juan ,0,0,US
2020-04-02,CO,San Miguel ,0,76,US
2020-04-02,CO,Sedgwick ,0,0,US
2020-04-02,CO,Summit ,4,474,US
2020-04-02,CO,Teller ,8,111,US
2020-04-02,CO,Washington ,0,27,US
2020-04-02,CO,Weld ,363,6642,US
2020-04-02,CO,Yuma ,0,29,US
2020-04-02,CT,Fairfield ,3058,43916,PR
2020-04-02,CT,Hartford ,2623,21370,PR
2020-04-02,CT,Litchfield ,310,3674,PR
2020-04-02,CT,Middlesex ,294,2515,PR
2020-04-02,CT,New Haven ,1939,28823,PR
2020-04-02,CT,New London ,139,2150,PR
2020-04-02,CT,Tolland ,142,1705,PR
2020-04-02,CT,Windham ,8,679,PR
2020-04-02,DC,District of Columbia ,804,16315,US
2020-04-02,DE,Kent ,97,2882,US
2020-04-02,DE,New Castle ,253,6781,US
2020-04-02,DE,Sussex ,208,8369,US
2020-04-02,FL,Alachua ,11,1038,PR
2020-04-02,FL,Baker ,12,80,PR
2020-04-02,FL,Bay ,10,280,PR
2020-04-02,FL,Bradford ,8,180,PR
2020-04-02,FL,Brevard ,32,1089,PR
2020-04-02,FL,Broward ,720,19492,PR
2020-04-02,FL,Calhoun ,0,28,PR
2020-04-02,FL,Charlotte ,66,889,PR
2020-04-02,FL,Citrus ,44,390,PR
2020-04-02,FL,Clay ,58,1088,PR
2020-04-02,FL,Collier ,67,2307,PR
2020-04-02,FL,Columbia ,6,223,PR
2020-04-02,FL,DeSoto ,16,108,PR
2020-04-02,FL,Dixie ,0,24,PR
2020-04-02,FL,Duval ,79,4010,PR
2020-04-02,FL,Escambia ,44,1957,PR
2020-04-02,FL,Flagler ,8,524,PR
2020-04-02,FL,Franklin ,0,8,PR
2020-04-02,FL,Gadsden ,0,370,PR
2020-04-02,FL,Gilchrist ,0,17,PR
2020-04-02,FL,Glades ,4,22,PR
2020-04-02,FL,Gulf ,0,4,PR
2020-04-02,FL,Hamilton ,0,24,PR
2020-04-02,FL,Hardee ,0,61,PR
2020-04-02,FL,Hendry ,10,303,PR
2020-04-02,FL,Hernando ,17,357,PR
2020-04-02,FL,Highlands ,28,323,PR
2020-04-02,FL,Hillsborough ,89,4371,PR
2020-04-02,FL,Holmes ,0,37,PR
2020-04-02,FL,Indian River ,25,360,PR
2020-04-02,FL,Jackson ,0,54,PR
2020-04-02,FL,Jefferson ,8,112,PR
2020-04-02,FL,Lafayette ,0,4,PR
2020-04-02,FL,Lake ,43,903,PR
2020-04-02,FL,Lee ,160,3985,PR
2020-04-02,FL,Leon ,12,858,PR
2020-04-02,FL,Levy ,0,68,PR
2020-04-02,FL,Liberty ,0,10,PR
2020-04-02,FL,Madison ,8,197,PR
2020-04-02,FL,Manatee ,192,2243,PR
2020-04-02,FL,Marion ,16,651,PR
2020-04-02,FL,Martin ,21,745,PR
2020-04-02,FL,Miami-Dade ,1316,47391,PR
2020-04-02,FL,Monroe ,12,313,PR
2020-04-02,FL,Nassau ,0,218,PR
2020-04-02,FL,Okaloosa ,13,608,PR
2020-04-02,FL,Okeechobee ,0,41,PR
2020-04-02,FL,Orange ,129,5458,PR
2020-04-02,FL,Osceola ,28,1900,PR
2020-04-02,FL,Palm Beach ,693,11514,PR
2020-04-02,FL,Pasco ,24,966,PR
2020-04-02,FL,Pinellas ,127,2854,PR
2020-04-02,FL,Polk ,83,1849,PR
2020-04-02,FL,Putnam ,4,399,PR
2020-04-02,FL,Santa Rosa ,27,608,PR
2020-04-02,FL,Sarasota ,155,1347,PR
2020-04-02,FL,Seminole ,32,1492,PR
2020-04-02,FL,St. Johns ,16,826,PR
2020-04-02,FL,St. Lucie ,86,961,PR
2020-04-02,FL,Sumter ,51,706,PR
2020-04-02,FL,Suwannee ,53,505,PR
2020-04-02,FL,Taylor ,0,12,PR
2020-04-02,FL,Union ,0,16,PR
2020-04-02,FL,Volusia ,77,1785,PR
2020-04-02,FL,Wakulla ,4,89,PR
2020-04-02,FL,Walton ,0,143,PR
2020-04-02,FL,Washington ,0,48,PR
2020-04-02,GA,Appling ,20,260,PR
2020-04-02,GA,Atkinson ,2,29,PR
2020-04-02,GA,Bacon ,4,90,PR
2020-04-02,GA,Baker ,4,86,PR
2020-04-02,GA,Baldwin ,28,820,PR
2020-04-02,GA,Banks ,0,79,PR
2020-04-02,GA,Barrow ,16,500,PR
2020-04-02,GA,Bartow ,119,1208,PR
2020-04-02,GA,Ben Hill ,0,99,PR
2020-04-02,GA,Berrien ,0,66,PR
2020-04-02,GA,Bibb ,34,1129,PR
2020-04-02,GA,Bleckley ,0,49,PR
2020-04-02,GA,Brantley ,8,87,PR
2020-04-02,GA,Brooks ,24,217,PR
2020-04-02,GA,Bryan ,8,200,PR
2020-04-02,GA,Bulloch ,8,140,PR
2020-04-02,GA,Burke ,12,317,PR
2020-04-02,GA,Butts ,21,530,PR
2020-04-02,GA,Calhoun ,15,363,PR
2020-04-02,GA,Camden ,4,125,PR
2020-04-02,GA,Candler ,0,28,PR
2020-04-02,GA,Carroll ,54,1366,PR
2020-04-02,GA,Catoosa ,0,184,PR
2020-04-02,GA,Charlton ,0,32,PR
2020-04-02,GA,Chatham ,32,873,PR
2020-04-02,GA,Chattahoochee ,0,43,PR
2020-04-02,GA,Chattooga ,6,58,PR
2020-04-02,GA,Cherokee ,43,1746,PR
2020-04-02,GA,Clarke ,52,576,PR
2020-04-02,GA,Clay ,8,83,PR
2020-04-02,GA,Clayton ,101,2720,PR
2020-04-02,GA,Clinch ,0,31,PR
2020-04-02,GA,Cobb ,344,6183,PR
2020-04-02,GA,Coffee ,21,495,PR
2020-04-02,GA,Colquitt ,24,717,PR
2020-04-02,GA,Columbia ,13,606,PR
2020-04-02,GA,Cook ,4,82,PR
2020-04-02,GA,Coweta ,16,771,PR
2020-04-02,GA,Crawford ,0,59,PR
2020-04-02,GA,Crisp ,12,645,PR
2020-04-02,GA,Dade ,4,56,PR
2020-04-02,GA,Dawson ,4,231,PR
2020-04-02,GA,DeKalb ,179,7729,PR
2020-04-02,GA,Decatur ,4,292,PR
2020-04-02,GA,Dodge ,4,99,PR
2020-04-02,GA,Dooly ,34,489,PR
2020-04-02,GA,Dougherty ,471,5974,PR
2020-04-02,GA,Douglas ,44,1212,PR
2020-04-02,GA,Early ,70,832,PR
2020-04-02,GA,Echols ,0,20,PR
2020-04-02,GA,Effingham ,4,137,PR
2020-04-02,GA,Elbert ,0,83,PR
2020-04-02,GA,Emanuel ,0,82,PR
2020-04-02,GA,Evans ,0,16,PR
2020-04-02,GA,Fannin ,3,107,PR
2020-04-02,GA,Fayette ,37,690,PR
2020-04-02,GA,Floyd ,44,551,PR
2020-04-02,GA,Forsyth ,35,1136,PR
2020-04-02,GA,Franklin ,1,69,PR
2020-04-02,GA,Fulton ,441,10974,PR
2020-04-02,GA,Gilmer ,0,238,PR
2020-04-02,GA,Glascock ,0,0,PR
2020-04-02,GA,Glynn ,4,216,PR
2020-04-02,GA,Gordon ,48,347,PR
2020-04-02,GA,Grady ,12,238,PR
2020-04-02,GA,Greene ,7,212,PR
2020-04-02,GA,Gwinnett ,218,6654,PR
2020-04-02,GA,Habersham ,26,880,PR
2020-04-02,GA,Hall ,69,4844,PR
2020-04-02,GA,Hancock ,4,145,PR
2020-04-02,GA,Haralson ,4,110,PR
2020-04-02,GA,Harris ,8,232,PR
2020-04-02,GA,Hart ,0,38,PR
2020-04-02,GA,Heard ,4,37,PR
2020-04-02,GA,Henry ,46,1932,PR
2020-04-02,GA,Houston ,53,878,PR
2020-04-02,GA,Irwin ,4,60,PR
2020-04-02,GA,Jackson ,5,332,PR
2020-04-02,GA,Jasper ,0,83,PR
2020-04-02,GA,Jeff Davis ,4,60,PR
2020-04-02,GA,Jefferson ,4,56,PR
2020-04-02,GA,Jenkins ,4,64,PR
2020-04-02,GA,Johnson ,8,166,PR
2020-04-02,GA,Jones ,0,111,PR
2020-04-02,GA,Lamar ,3,144,PR
2020-04-02,GA,Lanier ,4,32,PR
2020-04-02,GA,Laurens ,4,222,PR
2020-04-02,GA,Lee ,78,1249,PR
2020-04-02,GA,Liberty ,0,144,PR
2020-04-02,GA,Lincoln ,0,45,PR
2020-04-02,GA,Long ,0,17,PR
2020-04-02,GA,Lowndes ,16,592,PR
2020-04-02,GA,Lumpkin ,4,152,PR
2020-04-02,GA,Macon ,12,296,PR
2020-04-02,GA,Madison ,4,93,PR
2020-04-02,GA,Marion ,4,148,PR
2020-04-02,GA,McDuffie ,16,177,PR
2020-04-02,GA,McIntosh ,0,16,PR
2020-04-02,GA,Meriwether ,0,210,PR
2020-04-02,GA,Miller ,0,118,PR
2020-04-02,GA,Mitchell ,117,1197,PR
2020-04-02,GA,Monroe ,8,90,PR
2020-04-02,GA,Montgomery ,0,8,PR
2020-04-02,GA,Morgan ,0,102,PR
2020-04-02,GA,Murray ,0,111,PR
2020-04-02,GA,Muscogee ,24,1168,PR
2020-04-02,GA,Newton ,28,738,PR
2020-04-02,GA,Oconee ,0,238,PR
2020-04-02,GA,Oglethorpe ,12,192,PR
2020-04-02,GA,Paulding ,30,698,PR
2020-04-02,GA,Peach ,8,174,PR
2020-04-02,GA,Pickens ,8,94,PR
2020-04-02,GA,Pierce ,11,208,PR
2020-04-02,GA,Pike ,8,156,PR
2020-04-02,GA,Polk ,0,211,PR
2020-04-02,GA,Pulaski ,4,106,PR
2020-04-02,GA,Putnam ,20,151,PR
2020-04-02,GA,Quitman ,4,16,PR
2020-04-02,GA,Rabun ,0,47,PR
2020-04-02,GA,Randolph ,76,630,PR
2020-04-02,GA,Richmond ,57,1554,PR
2020-04-02,GA,Rockdale ,24,702,PR
2020-04-02,GA,Schley ,4,60,PR
2020-04-02,GA,Screven ,4,59,PR
2020-04-02,GA,Seminole ,8,116,PR
2020-04-02,GA,Spalding ,34,808,PR
2020-04-02,GA,Stephens ,4,292,PR
2020-04-02,GA,Stewart ,0,86,PR
2020-04-02,GA,Sumter ,106,1488,PR
2020-04-02,GA,Talbot ,4,91,PR
2020-04-02,GA,Taliaferro ,0,0,PR
2020-04-02,GA,Tattnall ,0,33,PR
2020-04-02,GA,Taylor ,8,68,PR
2020-04-02,GA,Telfair ,0,102,PR
2020-04-02,GA,Terrell ,73,697,PR
2020-04-02,GA,Thomas ,71,699,PR
2020-04-02,GA,Tift ,20,421,PR
2020-04-02,GA,Toombs ,12,117,PR
2020-04-02,GA,Towns ,3,76,PR
2020-04-02,GA,Treutlen ,0,11,PR
2020-04-02,GA,Troup ,16,572,PR
2020-04-02,GA,Turner ,32,265,PR
2020-04-02,GA,Twiggs ,0,30,PR
2020-04-02,GA,Union ,4,120,PR
2020-04-02,GA,Upson ,69,838,PR
2020-04-02,GA,Walker ,0,204,PR
2020-04-02,GA,Walton ,12,456,PR
2020-04-02,GA,Ware ,38,460,PR
2020-04-02,GA,Warren ,0,48,PR
2020-04-02,GA,Washington ,4,155,PR
2020-04-02,GA,Wayne ,0,49,PR
2020-04-02,GA,Webster ,4,40,PR
2020-04-02,GA,Wheeler ,0,16,PR
2020-04-02,GA,White ,0,221,PR
2020-04-02,GA,Whitfield ,16,326,PR
2020-04-02,GA,Wilcox ,33,337,PR
2020-04-02,GA,Wilkes ,0,95,PR
2020-04-02,GA,Wilkinson ,8,135,PR
2020-04-02,GA,Worth ,37,589,PR
2020-04-02,HI,City and of Honolulu,34,1590,US
2020-04-02,HI,Hawaii ,0,283,US
2020-04-02,HI,Kalawao ,0,0,US
2020-04-02,HI,Kauai ,0,80,US
2020-04-02,HI,Maui ,16,457,US
2020-04-02,IA,Adair ,0,4,US
2020-04-02,IA,Adams ,0,0,US
2020-04-02,IA,Allamakee ,12,335,US
2020-04-02,IA,Appanoose ,8,8,US
2020-04-02,IA,Audubon ,0,4,US
2020-04-02,IA,Benton ,4,118,US
2020-04-02,IA,Black Hawk ,49,4007,US
2020-04-02,IA,Boone ,0,37,US
2020-04-02,IA,Bremer ,12,194,US
2020-04-02,IA,Buchanan ,0,59,US
2020-04-02,IA,Buena Vista ,0,16,US
2020-04-02,IA,Butler ,0,33,US
2020-04-02,IA,Calhoun ,0,0,US
2020-04-02,IA,Carroll ,0,5,US
2020-04-02,IA,Cass ,0,4,US
2020-04-02,IA,Cedar ,0,115,US
2020-04-02,IA,Cerro Gordo ,0,56,US
2020-04-02,IA,Cherokee ,0,8,US
2020-04-02,IA,Chickasaw ,0,18,US
2020-04-02,IA,Clarke ,0,8,US
2020-04-02,IA,Clay ,0,13,US
2020-04-02,IA,Clayton ,4,50,US
2020-04-02,IA,Clinton ,4,192,US
2020-04-02,IA,Crawford ,4,75,US
2020-04-02,IA,Dallas ,0,953,US
2020-04-02,IA,Davis ,0,2,US
2020-04-02,IA,Decatur ,0,0,US
2020-04-02,IA,Delaware ,0,17,US
2020-04-02,IA,Des Moines ,4,64,US
2020-04-02,IA,Dickinson ,0,23,US
2020-04-02,IA,Dubuque ,11,374,US
2020-04-02,IA,Emmet ,0,0,US
2020-04-02,IA,Fayette ,0,73,US
2020-04-02,IA,Floyd ,0,0,US
2020-04-02,IA,Franklin ,0,8,US
2020-04-02,IA,Fremont ,0,0,US
2020-04-02,IA,Greene ,0,11,US
2020-04-02,IA,Grundy ,0,42,US
2020-04-02,IA,Guthrie ,0,34,US
2020-04-02,IA,Hamilton ,0,28,US
2020-04-02,IA,Hancock ,0,12,US
2020-04-02,IA,Hardin ,0,29,US
2020-04-02,IA,Harrison ,0,62,US
2020-04-02,IA,Henry ,4,128,US
2020-04-02,IA,Howard ,0,33,US
2020-04-02,IA,Humboldt ,0,16,US
2020-04-02,IA,Ida ,0,0,US
2020-04-02,IA,Iowa ,0,75,US
2020-04-02,IA,Jackson ,0,20,US
2020-04-02,IA,Jasper ,2,460,US
2020-04-02,IA,Jefferson ,0,24,US
2020-04-02,IA,Johnson ,24,1799,US
2020-04-02,IA,Jones ,0,79,US
2020-04-02,IA,Keokuk ,0,8,US
