Month_Year,state,county,deaths,cases,PR_State
2020-05-02,MS,Lee ,140,2914,US
2020-05-02,MS,Leflore ,694,6386,US
2020-05-02,MS,Lincoln ,533,6379,US
2020-05-02,MS,Lowndes ,159,3692,US
2020-05-02,MS,Madison ,498,15832,US
2020-05-02,MS,Marion ,238,2860,US
2020-05-02,MS,Marshall ,78,1943,US
2020-05-02,MS,Monroe ,671,6658,US
2020-05-02,MS,Montgomery ,31,2074,US
2020-05-02,MS,Neshoba ,654,12392,US
2020-05-02,MS,Newton ,61,5486,US
2020-05-02,MS,Noxubee ,103,4029,US
2020-05-02,MS,Oktibbeha ,210,3429,US
2020-05-02,MS,Panola ,67,1595,US
2020-05-02,MS,Pearl River ,795,6015,US
2020-05-02,MS,Perry ,52,1181,US
2020-05-02,MS,Pike ,311,5534,US
2020-05-02,MS,Pontotoc ,71,766,US
2020-05-02,MS,Prentiss ,73,1155,US
2020-05-02,MS,Quitman ,0,624,US
2020-05-02,MS,Rankin ,188,9043,US
2020-05-02,MS,Scott ,220,15804,US
2020-05-02,MS,Sharkey ,0,184,US
2020-05-02,MS,Simpson ,0,2244,US
2020-05-02,MS,Smith ,239,3494,US
2020-05-02,MS,Stone ,0,783,US
2020-05-02,MS,Sunflower ,90,2114,US
2020-05-02,MS,Tallahatchie ,31,563,US
2020-05-02,MS,Tate ,13,1761,US
2020-05-02,MS,Tippah ,333,2053,US
2020-05-02,MS,Tishomingo ,0,512,US
2020-05-02,MS,Tunica ,70,1345,US
2020-05-02,MS,Union ,115,1765,US
2020-05-02,MS,Walthall ,0,1345,US
2020-05-02,MS,Warren ,133,3897,US
2020-05-02,MS,Washington ,131,3595,US
2020-05-02,MS,Wayne ,2,2043,US
2020-05-02,MS,Webster ,32,935,US
2020-05-02,MS,Wilkinson ,267,2419,US
2020-05-02,MS,Winston ,9,2416,US
2020-05-02,MS,Yalobusha ,57,1776,US
2020-05-02,MS,Yazoo ,69,5836,US
2020-05-02,MT,Beaverhead ,0,31,US
2020-05-02,MT,Big Horn ,0,237,US
2020-05-02,MT,Blaine ,0,0,US
2020-05-02,MT,Broadwater ,0,124,US
2020-05-02,MT,Carbon ,0,186,US
2020-05-02,MT,Carter ,0,0,US
2020-05-02,MT,Cascade ,62,513,US
2020-05-02,MT,Chouteau ,0,0,US
2020-05-02,MT,Custer ,0,0,US
2020-05-02,MT,Daniels ,0,0,US
2020-05-02,MT,Dawson ,0,0,US
2020-05-02,MT,Deer Lodge ,0,93,US
2020-05-02,MT,Fallon ,0,0,US
2020-05-02,MT,Fergus ,0,9,US
2020-05-02,MT,Flathead ,62,1147,US
2020-05-02,MT,Gallatin ,31,4602,US
2020-05-02,MT,Garfield ,0,0,US
2020-05-02,MT,Glacier ,0,186,US
2020-05-02,MT,Golden Valley ,0,93,US
2020-05-02,MT,Granite ,0,0,US
2020-05-02,MT,Hill ,0,31,US
2020-05-02,MT,Jefferson ,0,83,US
2020-05-02,MT,Judith Basin ,0,0,US
2020-05-02,MT,Lake ,0,164,US
2020-05-02,MT,Lewis and Clark ,0,505,US
2020-05-02,MT,Liberty ,0,31,US
2020-05-02,MT,Lincoln ,31,217,US
2020-05-02,MT,Madison ,31,248,US
2020-05-02,MT,McCone ,0,0,US
2020-05-02,MT,Meagher ,0,31,US
2020-05-02,MT,Mineral ,0,0,US
2020-05-02,MT,Missoula ,31,1212,US
2020-05-02,MT,Musselshell ,0,31,US
2020-05-02,MT,Park ,0,248,US
2020-05-02,MT,Petroleum ,0,0,US
2020-05-02,MT,Phillips ,0,0,US
2020-05-02,MT,Pondera ,0,62,US
2020-05-02,MT,Powder River ,0,0,US
2020-05-02,MT,Powell ,0,0,US
2020-05-02,MT,Prairie ,0,0,US
2020-05-02,MT,Ravalli ,0,254,US
2020-05-02,MT,Richland ,0,93,US
2020-05-02,MT,Roosevelt ,0,217,US
2020-05-02,MT,Rosebud ,0,0,US
2020-05-02,MT,Sanders ,0,0,US
2020-05-02,MT,Sheridan ,0,0,US
2020-05-02,MT,Silver Bow ,0,341,US
2020-05-02,MT,Stillwater ,0,31,US
2020-05-02,MT,Sweet Grass ,0,0,US
2020-05-02,MT,Teton ,0,0,US
2020-05-02,MT,Toole ,186,899,US
2020-05-02,MT,Treasure ,0,0,US
2020-05-02,MT,Valley ,0,0,US
2020-05-02,MT,Wheatland ,0,31,US
2020-05-02,MT,Wibaux ,0,0,US
2020-05-02,MT,Yellowstone ,68,2674,US
2020-05-02,NC,Alamance ,306,6435,PR
2020-05-02,NC,Alexander ,0,546,PR
2020-05-02,NC,Alleghany ,0,313,PR
2020-05-02,NC,Anson ,3,1401,PR
2020-05-02,NC,Ashe ,0,645,PR
2020-05-02,NC,Avery ,0,23,PR
2020-05-02,NC,Beaufort ,0,849,PR
2020-05-02,NC,Bertie ,88,2584,PR
2020-05-02,NC,Bladen ,44,2080,PR
2020-05-02,NC,Brunswick ,62,1840,PR
2020-05-02,NC,Buncombe ,239,5294,PR
2020-05-02,NC,Burke ,385,6388,PR
2020-05-02,NC,Cabarrus ,566,11855,PR
2020-05-02,NC,Caldwell ,37,2440,PR
2020-05-02,NC,Camden ,0,74,PR
2020-05-02,NC,Carteret ,93,1007,PR
2020-05-02,NC,Caswell ,24,1364,PR
2020-05-02,NC,Catawba ,71,3386,PR
2020-05-02,NC,Chatham ,567,15518,PR
2020-05-02,NC,Cherokee ,31,561,PR
2020-05-02,NC,Chowan ,0,371,PR
2020-05-02,NC,Clay ,0,155,PR
2020-05-02,NC,Cleveland ,62,1823,PR
2020-05-02,NC,Columbus ,537,7365,PR
2020-05-02,NC,Craven ,127,3341,PR
2020-05-02,NC,Cumberland ,366,14064,PR
2020-05-02,NC,Currituck ,0,298,PR
2020-05-02,NC,Dare ,31,510,PR
2020-05-02,NC,Davidson ,316,8481,PR
2020-05-02,NC,Davie ,62,1584,PR
2020-05-02,NC,Duplin ,220,12475,PR
2020-05-02,NC,Durham ,1101,32293,PR
2020-05-02,NC,Edgecombe ,230,4949,PR
2020-05-02,NC,Forsyth ,209,20015,PR
2020-05-02,NC,Franklin ,617,3915,PR
2020-05-02,NC,Gaston ,164,6182,PR
2020-05-02,NC,Gates ,10,454,PR
2020-05-02,NC,Graham ,0,58,PR
2020-05-02,NC,Granville ,197,6261,PR
2020-05-02,NC,Greene ,36,1415,PR
2020-05-02,NC,Guilford ,1402,24637,PR
2020-05-02,NC,Halifax ,31,3466,PR
2020-05-02,NC,Harnett ,510,7329,PR
2020-05-02,NC,Haywood ,0,800,PR
2020-05-02,NC,Henderson ,1056,8311,PR
2020-05-02,NC,Hertford ,33,1824,PR
2020-05-02,NC,Hoke ,10,4741,PR
2020-05-02,NC,Hyde ,0,31,PR
2020-05-02,NC,Iredell ,155,5633,PR
2020-05-02,NC,Jackson ,26,705,PR
2020-05-02,NC,Johnston ,506,8141,PR
2020-05-02,NC,Jones ,67,656,PR
2020-05-02,NC,Lee ,70,9429,PR
2020-05-02,NC,Lenoir ,167,4484,PR
2020-05-02,NC,Lincoln ,0,1462,PR
2020-05-02,NC,Macon ,0,341,PR
2020-05-02,NC,Madison ,0,46,PR
2020-05-02,NC,Martin ,8,1214,PR
2020-05-02,NC,McDowell ,31,1110,PR
2020-05-02,NC,Mecklenburg ,2034,80859,PR
2020-05-02,NC,Mitchell ,0,210,PR
2020-05-02,NC,Montgomery ,83,1958,PR
2020-05-02,NC,Moore ,260,3836,PR
2020-05-02,NC,Nash ,102,4498,PR
2020-05-02,NC,New Hanover ,104,3820,PR
2020-05-02,NC,Northampton ,281,3738,PR
2020-05-02,NC,Onslow ,59,2243,PR
2020-05-02,NC,Orange ,1022,8472,PR
2020-05-02,NC,Pamlico ,0,263,PR
2020-05-02,NC,Pasquotank ,171,2424,PR
2020-05-02,NC,Pender ,27,1423,PR
2020-05-02,NC,Perquimans ,57,606,PR
2020-05-02,NC,Person ,31,1010,PR
2020-05-02,NC,Pitt ,62,6363,PR
2020-05-02,NC,Polk ,68,961,PR
2020-05-02,NC,Randolph ,213,13492,PR
2020-05-02,NC,Richmond ,62,3396,PR
2020-05-02,NC,Robeson ,190,15131,PR
2020-05-02,NC,Rockingham ,62,1580,PR
2020-05-02,NC,Rowan ,784,16225,PR
2020-05-02,NC,Rutherford ,151,4841,PR
2020-05-02,NC,Sampson ,36,7689,PR
2020-05-02,NC,Scotland ,0,1587,PR
2020-05-02,NC,Stanly ,124,1172,PR
2020-05-02,NC,Stokes ,0,976,PR
2020-05-02,NC,Surry ,33,2791,PR
2020-05-02,NC,Swain ,0,214,PR
2020-05-02,NC,Transylvania ,0,265,PR
2020-05-02,NC,Tyrrell ,0,124,PR
2020-05-02,NC,Union ,479,10521,PR
2020-05-02,NC,Vance ,455,6000,PR
2020-05-02,NC,Wake ,851,37592,PR
2020-05-02,NC,Warren ,8,1055,PR
2020-05-02,NC,Washington ,92,795,PR
2020-05-02,NC,Watauga ,0,339,PR
2020-05-02,NC,Wayne ,470,26387,PR
2020-05-02,NC,Wilkes ,57,10139,PR
2020-05-02,NC,Wilson ,265,7658,PR
2020-05-02,NC,Yadkin ,36,2829,PR
2020-05-02,NC,Yancey ,0,243,PR
2020-05-02,ND,Adams ,0,0,US
2020-05-02,ND,Barnes ,0,124,US
2020-05-02,ND,Benson ,0,25,US
2020-05-02,ND,Billings ,0,0,US
2020-05-02,ND,Bottineau ,0,24,US
2020-05-02,ND,Bowman ,0,31,US
2020-05-02,ND,Burke ,0,147,US
2020-05-02,ND,Burleigh ,0,3403,US
2020-05-02,ND,Cass ,1013,34552,US
2020-05-02,ND,Cavalier ,0,0,US
2020-05-02,ND,Dickey ,0,0,US
2020-05-02,ND,Divide ,0,31,US
2020-05-02,ND,Dunn ,0,340,US
2020-05-02,ND,Eddy ,0,72,US
2020-05-02,ND,Emmons ,31,64,US
2020-05-02,ND,Foster ,0,31,US
2020-05-02,ND,Golden Valley ,0,0,US
2020-05-02,ND,Grand Forks ,67,9390,US
2020-05-02,ND,Grant ,0,52,US
2020-05-02,ND,Griggs ,0,10,US
2020-05-02,ND,Hettinger ,0,0,US
2020-05-02,ND,Kidder ,0,0,US
2020-05-02,ND,LaMoure ,0,0,US
2020-05-02,ND,Logan ,0,0,US
2020-05-02,ND,McHenry ,31,54,US
2020-05-02,ND,McIntosh ,0,31,US
2020-05-02,ND,McKenzie ,0,468,US
2020-05-02,ND,McLean ,0,181,US
2020-05-02,ND,Mercer ,0,113,US
2020-05-02,ND,Morton ,62,1363,US
2020-05-02,ND,Mountrail ,0,1167,US
2020-05-02,ND,Nelson ,0,31,US
2020-05-02,ND,Oliver ,0,31,US
2020-05-02,ND,Pembina ,0,169,US
2020-05-02,ND,Pierce ,0,87,US
2020-05-02,ND,Ramsey ,14,202,US
2020-05-02,ND,Ransom ,0,144,US
2020-05-02,ND,Renville ,0,35,US
2020-05-02,ND,Richland ,0,372,US
2020-05-02,ND,Rolette ,0,105,US
2020-05-02,ND,Sargent ,0,82,US
2020-05-02,ND,Sheridan ,0,0,US
2020-05-02,ND,Sioux ,0,31,US
2020-05-02,ND,Slope ,0,93,US
2020-05-02,ND,Stark ,62,1856,US
2020-05-02,ND,Steele ,0,15,US
2020-05-02,ND,Stutsman ,0,484,US
2020-05-02,ND,Towner ,0,0,US
2020-05-02,ND,Traill ,0,143,US
2020-05-02,ND,Walsh ,0,304,US
2020-05-02,ND,Ward ,31,932,US
2020-05-02,ND,Wells ,0,71,US
2020-05-02,ND,Williams ,0,611,US
2020-05-02,NE,Adams ,254,7441,US
2020-05-02,NE,Antelope ,0,178,US
2020-05-02,NE,Arthur ,0,0,US
2020-05-02,NE,Banner ,0,0,US
2020-05-02,NE,Blaine ,0,0,US
2020-05-02,NE,Boone ,0,82,US
2020-05-02,NE,Box Butte ,0,39,US
2020-05-02,NE,Boyd ,0,0,US
2020-05-02,NE,Brown ,0,0,US
2020-05-02,NE,Buffalo ,31,4091,US
2020-05-02,NE,Burt ,0,179,US
2020-05-02,NE,Butler ,0,881,US
2020-05-02,NE,Cass ,0,679,US
2020-05-02,NE,Cedar ,0,183,US
2020-05-02,NE,Chase ,0,8,US
2020-05-02,NE,Cherry ,0,31,US
2020-05-02,NE,Cheyenne ,0,255,US
2020-05-02,NE,Clay ,0,509,US
2020-05-02,NE,Colfax ,46,14260,US
2020-05-02,NE,Cuming ,0,585,US
2020-05-02,NE,Custer ,118,876,US
2020-05-02,NE,Dakota ,305,42425,US
2020-05-02,NE,Dawes ,0,23,US
2020-05-02,NE,Dawson ,167,23012,US
2020-05-02,NE,Deuel ,0,0,US
2020-05-02,NE,Dixon ,0,678,US
2020-05-02,NE,Dodge ,17,7705,US
2020-05-02,NE,Douglas ,753,70529,US
2020-05-02,NE,Dundy ,0,0,US
2020-05-02,NE,Fillmore ,0,120,US
2020-05-02,NE,Franklin ,0,166,US
2020-05-02,NE,Frontier ,0,31,US
2020-05-02,NE,Furnas ,0,172,US
2020-05-02,NE,Gage ,112,1294,US
2020-05-02,NE,Garden ,0,0,US
2020-05-02,NE,Garfield ,0,0,US
2020-05-02,NE,Gosper ,0,387,US
2020-05-02,NE,Grant ,0,0,US
2020-05-02,NE,Greeley ,0,62,US
2020-05-02,NE,Hall ,1139,42866,US
2020-05-02,NE,Hamilton ,283,1528,US
2020-05-02,NE,Harlan ,0,0,US
2020-05-02,NE,Hayes ,0,0,US
2020-05-02,NE,Hitchcock ,0,31,US
2020-05-02,NE,Holt ,0,29,US
2020-05-02,NE,Hooker ,0,0,US
2020-05-02,NE,Howard ,26,935,US
2020-05-02,NE,Jefferson ,0,161,US
2020-05-02,NE,Johnson ,0,165,US
2020-05-02,NE,Kearney ,0,272,US
2020-05-02,NE,Keith ,0,54,US
2020-05-02,NE,Keya Paha ,0,0,US
2020-05-02,NE,Kimball ,0,248,US
2020-05-02,NE,Knox ,0,211,US
2020-05-02,NE,Lancaster ,138,24258,US
2020-05-02,NE,Lincoln ,62,1292,US
2020-05-02,NE,Logan ,0,0,US
2020-05-02,NE,Loup ,0,0,US
2020-05-02,NE,Madison ,98,7976,US
2020-05-02,NE,McPherson ,0,0,US
2020-05-02,NE,Merrick ,0,812,US
2020-05-02,NE,Morrill ,0,262,US
2020-05-02,NE,Nance ,0,120,US
2020-05-02,NE,Nemaha ,0,64,US
2020-05-02,NE,Nuckolls ,0,16,US
2020-05-02,NE,Otoe ,0,136,US
2020-05-02,NE,Pawnee ,0,0,US
2020-05-02,NE,Perkins ,0,0,US
2020-05-02,NE,Phelps ,0,407,US
2020-05-02,NE,Pierce ,0,58,US
2020-05-02,NE,Platte ,16,12648,US
2020-05-02,NE,Polk ,0,287,US
2020-05-02,NE,Red Willow ,0,147,US
2020-05-02,NE,Richardson ,0,19,US
2020-05-02,NE,Rock ,0,0,US
2020-05-02,NE,Saline ,21,12147,US
2020-05-02,NE,Sarpy ,56,10423,US
2020-05-02,NE,Saunders ,24,601,US
2020-05-02,NE,Scotts Bluff ,0,1692,US
2020-05-02,NE,Seward ,31,646,US
2020-05-02,NE,Sheridan ,0,0,US
2020-05-02,NE,Sherman ,0,75,US
2020-05-02,NE,Sioux ,0,0,US
2020-05-02,NE,Stanton ,0,392,US
2020-05-02,NE,Thayer ,0,3,US
2020-05-02,NE,Thomas ,0,26,US
2020-05-02,NE,Thurston ,0,627,US
2020-05-02,NE,Valley ,0,71,US
2020-05-02,NE,Washington ,31,759,US
2020-05-02,NE,Wayne ,0,182,US
2020-05-02,NE,Webster ,0,155,US
2020-05-02,NE,Wheeler ,0,0,US
2020-05-02,NE,York ,0,804,US
2020-05-02,NH,Belknap ,0,1530,US
2020-05-02,NH,Carroll ,0,1255,US
2020-05-02,NH,Cheshire ,62,1466,US
2020-05-02,NH,Coos ,0,102,US
2020-05-02,NH,Grafton ,31,1921,US
2020-05-02,NH,Hillsborough ,2582,53036,US
2020-05-02,NH,Merrimack ,322,8350,US
2020-05-02,NH,Rockingham ,1726,33380,US
2020-05-02,NH,Strafford ,359,6706,US
2020-05-02,NH,Sullivan ,2,470,US
2020-05-02,NJ,Atlantic ,3228,51979,PR
2020-05-02,NJ,Bergen ,44016,534325,PR
2020-05-02,NJ,Burlington ,7012,118942,PR
2020-05-02,NJ,Camden ,7895,163864,PR
2020-05-02,NJ,Cape May ,1187,15158,PR
2020-05-02,NJ,Cumberland ,1440,48516,PR
2020-05-02,NJ,Essex ,46204,499652,PR
2020-05-02,NJ,Gloucester ,3218,56227,PR
2020-05-02,NJ,Hudson ,31944,533051,PR
2020-05-02,NJ,Hunterdon ,1520,25302,PR
2020-05-02,NJ,Mercer ,11759,177092,PR
2020-05-02,NJ,Middlesex ,26034,445909,PR
2020-05-02,NJ,Monmouth ,15204,224791,PR
2020-05-02,NJ,Morris ,16857,185414,PR
2020-05-02,NJ,Ocean ,18517,242264,PR
2020-05-02,NJ,Passaic ,24735,462297,PR
2020-05-02,NJ,Salem ,684,14046,PR
2020-05-02,NJ,Somerset ,11135,129670,PR
2020-05-02,NJ,Sussex ,4161,32396,PR
2020-05-02,NJ,Union ,28678,450261,PR
2020-05-02,NJ,Warren ,3496,33143,PR
2020-05-02,NM,Bernalillo ,1720,36516,US
2020-05-02,NM,Catron ,31,57,US
2020-05-02,NM,Chaves ,55,990,US
2020-05-02,NM,Cibola ,120,3173,US
2020-05-02,NM,Colfax ,0,155,US
2020-05-02,NM,Curry ,0,1123,US
2020-05-02,NM,De Baca ,0,0,US
2020-05-02,NM,Dona Ana ,64,9178,US
2020-05-02,NM,Eddy ,31,500,US
2020-05-02,NM,Grant ,0,464,US
2020-05-02,NM,Guadalupe ,0,543,US
2020-05-02,NM,Harding ,0,31,US
2020-05-02,NM,Hidalgo ,0,14,US
2020-05-02,NM,Lea ,0,546,US
2020-05-02,NM,Lincoln ,0,62,US
2020-05-02,NM,Los Alamos ,0,186,US
2020-05-02,NM,Luna ,31,217,US
2020-05-02,NM,McKinley ,2016,55477,US
2020-05-02,NM,Mora ,0,0,US
2020-05-02,NM,Otero ,24,323,US
2020-05-02,NM,Quay ,31,124,US
2020-05-02,NM,Rio Arriba ,4,977,US
2020-05-02,NM,Roosevelt ,0,653,US
2020-05-02,NM,San Juan ,2647,38758,US
2020-05-02,NM,San Miguel ,0,262,US
2020-05-02,NM,Sandoval ,696,15165,US
2020-05-02,NM,Santa Fe ,64,3723,US
2020-05-02,NM,Sierra ,0,31,US
2020-05-02,NM,Socorro ,101,1498,US
2020-05-02,NM,Taos ,0,671,US
2020-05-02,NM,Torrance ,25,637,US
2020-05-02,NM,Union ,0,96,US
2020-05-02,NM,Valencia ,32,1939,US
2020-05-02,NV,Churchill ,31,179,US
2020-05-02,NV,Clark ,8829,164402,US
2020-05-02,NV,Consolidated Municipality of Carson City,76,2101,US
2020-05-02,NV,Douglas ,0,771,US
2020-05-02,NV,Elko ,31,588,US
2020-05-02,NV,Esmeralda ,0,0,US
2020-05-02,NV,Eureka ,0,0,US
2020-05-02,NV,Humboldt ,101,2108,US
2020-05-02,NV,Lander ,0,521,US
2020-05-02,NV,Lincoln ,0,44,US
2020-05-02,NV,Lyon ,4,1422,US
2020-05-02,NV,Mineral ,0,124,US
2020-05-02,NV,Nye ,16,1590,US
2020-05-02,NV,Pershing ,0,0,US
2020-05-02,NV,Storey ,0,17,US
2020-05-02,NV,Washoe ,1386,37587,US
2020-05-02,NV,White Pine ,0,93,US
2020-05-02,NY,Albany ,2455,48495,PR
2020-05-02,NY,Allegany ,62,1272,PR
2020-05-02,NY,Bronx ,128759,1309496,PR
2020-05-02,NY,Broome ,1033,13147,PR
2020-05-02,NY,Cattaraugus ,69,2088,PR
2020-05-02,NY,Cayuga ,62,2036,PR
2020-05-02,NY,Chautauqua ,60,1666,PR
2020-05-02,NY,Chemung ,93,4098,PR
2020-05-02,NY,Chenango ,102,3533,PR
2020-05-02,NY,Clinton ,124,2595,PR
2020-05-02,NY,Columbia ,926,9993,PR
2020-05-02,NY,Cortland ,31,1042,PR
2020-05-02,NY,Delaware ,62,2137,PR
2020-05-02,NY,Dutchess ,3578,109213,PR
2020-05-02,NY,Erie ,12172,150738,PR
2020-05-02,NY,Essex ,0,1021,PR
2020-05-02,NY,Franklin ,0,558,PR
2020-05-02,NY,Fulton ,397,4645,PR
2020-05-02,NY,Genesee ,117,5535,PR
2020-05-02,NY,Greene ,302,6343,PR
2020-05-02,NY,Hamilton ,25,145,PR
2020-05-02,NY,Herkimer ,93,2693,PR
2020-05-02,NY,Jefferson ,0,2135,PR
2020-05-02,NY,Kings ,192331,1595305,PR
2020-05-02,NY,Lewis ,153,449,PR
2020-05-02,NY,Livingston ,74,3238,PR
2020-05-02,NY,Madison ,218,8054,PR
2020-05-02,NY,Monroe ,4615,68183,PR
2020-05-02,NY,Montgomery ,124,2219,PR
2020-05-02,NY,Nassau ,61854,1201241,PR
2020-05-02,NY,New York ,82048,766989,PR
2020-05-02,NY,Niagara ,1522,23522,PR
2020-05-02,NY,Oneida ,1024,23074,PR
2020-05-02,NY,Onondaga ,2346,47168,PR
2020-05-02,NY,Ontario ,298,4444,PR
2020-05-02,NY,Orange ,10209,303034,PR
2020-05-02,NY,Orleans ,715,4846,PR
2020-05-02,NY,Oswego ,62,2640,PR
2020-05-02,NY,Otsego ,105,2102,PR
2020-05-02,NY,Putnam ,1715,35093,PR
2020-05-02,NY,Queens ,180926,1803674,PR
2020-05-02,NY,Rensselaer ,694,12996,PR
2020-05-02,NY,Richmond ,27827,399570,PR
2020-05-02,NY,Rockland ,14354,391517,PR
2020-05-02,NY,Saratoga ,417,13049,PR
2020-05-02,NY,Schenectady ,769,18830,PR
2020-05-02,NY,Schoharie ,52,1460,PR
2020-05-02,NY,Schuyler ,0,276,PR
2020-05-02,NY,Seneca ,31,1563,PR
2020-05-02,NY,St. Lawrence ,62,5913,PR
2020-05-02,NY,Steuben ,776,7182,PR
2020-05-02,NY,Suffolk ,51615,1162622,PR
2020-05-02,NY,Sullivan ,798,36535,PR
2020-05-02,NY,Tioga ,441,3414,PR
2020-05-02,NY,Tompkins ,0,4367,PR
2020-05-02,NY,Ulster ,1836,46984,PR
2020-05-02,NY,Warren ,694,6970,PR
2020-05-02,NY,Washington ,374,6583,PR
2020-05-02,NY,Wayne ,57,2885,PR
2020-05-02,NY,Westchester ,38849,987447,PR
2020-05-02,NY,Wyoming ,155,2388,PR
2020-05-02,NY,Yates ,132,841,PR
2020-05-02,OH,Adams ,14,217,PR
2020-05-02,OH,Allen ,905,5115,PR
2020-05-02,OH,Ashland ,0,461,PR
2020-05-02,OH,Ashtabula ,774,7140,PR
2020-05-02,OH,Athens ,31,301,PR
2020-05-02,OH,Auglaize ,93,1585,PR
2020-05-02,OH,Belmont ,281,9374,PR
2020-05-02,OH,Brown ,31,632,PR
2020-05-02,OH,Butler ,541,18200,PR
2020-05-02,OH,Carroll ,56,779,PR
2020-05-02,OH,Champaign ,31,662,PR
2020-05-02,OH,Clark ,111,4538,PR
2020-05-02,OH,Clermont ,125,4616,PR
2020-05-02,OH,Clinton ,0,1174,PR
2020-05-02,OH,Columbiana ,1264,13744,PR
2020-05-02,OH,Coshocton ,0,703,PR
2020-05-02,OH,Crawford ,63,2690,PR
2020-05-02,OH,Cuyahoga ,5342,101645,PR
2020-05-02,OH,Darke ,495,3587,PR
2020-05-02,OH,Defiance ,42,830,PR
2020-05-02,OH,Delaware ,236,7727,PR
2020-05-02,OH,Erie ,138,3388,PR
2020-05-02,OH,Fairfield ,95,6279,PR
2020-05-02,OH,Fayette ,0,887,PR
2020-05-02,OH,Franklin ,5198,134783,PR
2020-05-02,OH,Fulton ,0,1015,PR
2020-05-02,OH,Gallia ,31,204,PR
2020-05-02,OH,Geauga ,725,6754,PR
2020-05-02,OH,Greene ,151,2285,PR
2020-05-02,OH,Guernsey ,2,777,PR
2020-05-02,OH,Hamilton ,3441,62296,PR
2020-05-02,OH,Hancock ,31,1352,PR
2020-05-02,OH,Hardin ,0,1035,PR
2020-05-02,OH,Harrison ,0,252,PR
2020-05-02,OH,Henry ,0,324,PR
2020-05-02,OH,Highland ,27,469,PR
2020-05-02,OH,Hocking ,65,1366,PR
2020-05-02,OH,Holmes ,31,471,PR
2020-05-02,OH,Huron ,31,1328,PR
2020-05-02,OH,Jackson ,0,292,PR
2020-05-02,OH,Jefferson ,57,1768,PR
2020-05-02,OH,Knox ,31,660,PR
2020-05-02,OH,Lake ,290,7049,PR
2020-05-02,OH,Lawrence ,0,820,PR
2020-05-02,OH,Licking ,246,5593,PR
2020-05-02,OH,Logan ,0,840,PR
2020-05-02,OH,Lorain ,1570,18183,PR
2020-05-02,OH,Lucas ,5919,58017,PR
2020-05-02,OH,Madison ,158,3195,PR
2020-05-02,OH,Mahoning ,4306,36901,PR
2020-05-02,OH,Marion ,495,76883,PR
2020-05-02,OH,Medina ,559,7250,PR
2020-05-02,OH,Meigs ,0,121,PR
2020-05-02,OH,Mercer ,73,3733,PR
2020-05-02,OH,Miami ,895,8776,PR
2020-05-02,OH,Monroe ,127,1282,PR
2020-05-02,OH,Montgomery ,386,14932,PR
2020-05-02,OH,Morgan ,0,152,PR
2020-05-02,OH,Morrow ,31,2871,PR
2020-05-02,OH,Muskingum ,0,1051,PR
2020-05-02,OH,Noble ,0,158,PR
2020-05-02,OH,Ottawa ,149,1981,PR
2020-05-02,OH,Paulding ,0,331,PR
2020-05-02,OH,Perry ,27,471,PR
2020-05-02,OH,Pickaway ,869,60490,PR
2020-05-02,OH,Pike ,0,156,PR
2020-05-02,OH,Portage ,1570,8913,PR
2020-05-02,OH,Preble ,31,910,PR
2020-05-02,OH,Putnam ,390,2480,PR
2020-05-02,OH,Richland ,73,4511,PR
2020-05-02,OH,Ross ,40,1728,PR
2020-05-02,OH,Sandusky ,263,1718,PR
2020-05-02,OH,Scioto ,0,422,PR
2020-05-02,OH,Seneca ,48,492,PR
2020-05-02,OH,Shelby ,48,1073,PR
2020-05-02,OH,Stark ,2277,17455,PR
2020-05-02,OH,Summit ,3466,31746,PR
2020-05-02,OH,Trumbull ,1195,13943,PR
2020-05-02,OH,Tuscarawas ,42,7483,PR
2020-05-02,OH,Union ,4,1079,PR
2020-05-02,OH,Van Wert ,0,126,PR
2020-05-02,OH,Vinton ,11,442,PR
2020-05-02,OH,Warren ,466,8119,PR
2020-05-02,OH,Washington ,522,3503,PR
2020-05-02,OH,Wayne ,1379,6434,PR
2020-05-02,OH,Williams ,31,1429,PR
2020-05-02,OH,Wood ,1161,7477,PR
2020-05-02,OH,Wyandot ,62,939,PR
2020-05-02,OK,Adair ,93,2336,US
2020-05-02,OK,Alfalfa ,0,31,US
2020-05-02,OK,Atoka ,0,39,US
2020-05-02,OK,Beaver ,0,633,US
2020-05-02,OK,Beckham ,0,183,US
2020-05-02,OK,Blaine ,0,85,US
2020-05-02,OK,Bryan ,31,493,US
2020-05-02,OK,Caddo ,287,3569,US
2020-05-02,OK,Canadian ,93,3602,US
2020-05-02,OK,Carter ,31,465,US
2020-05-02,OK,Cherokee ,31,866,US
2020-05-02,OK,Choctaw ,0,346,US
2020-05-02,OK,Cimarron ,0,31,US
2020-05-02,OK,Cleveland ,1061,14463,US
2020-05-02,OK,Coal ,0,13,US
2020-05-02,OK,Comanche ,80,5978,US
2020-05-02,OK,Cotton ,55,155,US
2020-05-02,OK,Craig ,0,415,US
2020-05-02,OK,Creek ,212,2648,US
2020-05-02,OK,Custer ,0,370,US
2020-05-02,OK,Delaware ,478,2949,US
2020-05-02,OK,Dewey ,0,62,US
2020-05-02,OK,Ellis ,0,0,US
2020-05-02,OK,Garfield ,31,708,US
2020-05-02,OK,Garvin ,31,464,US
2020-05-02,OK,Grady ,69,1888,US
2020-05-02,OK,Grant ,0,62,US
2020-05-02,OK,Greer ,206,2035,US
