,Month_Year,State,County,value,PR_State
11885,2020-07-01,TN,Hardin,6106,US
11886,2020-07-01,TN,Hawkins,4082,US
11887,2020-07-01,TN,Haywood,5529,US
11888,2020-07-01,TN,Henderson,5075,US
11889,2020-07-01,TN,Henry,2276,US
11890,2020-07-01,TN,Hickman,4029,US
11891,2020-07-01,TN,Houston,854,US
11892,2020-07-01,TN,Humphreys,1680,US
11893,2020-07-01,TN,Jackson,1974,US
11894,2020-07-01,TN,Jefferson,7700,US
11895,2020-07-01,TN,Johnson,1687,US
11896,2020-07-01,TN,Knox,66030,US
11897,2020-07-01,TN,Lake,21760,US
11898,2020-07-01,TN,Lauderdale,7332,US
11899,2020-07-01,TN,Lawrence,8497,US
11900,2020-07-01,TN,Lewis,562,US
11901,2020-07-01,TN,Lincoln,3915,US
11902,2020-07-01,TN,Loudon,12269,US
11903,2020-07-01,TN,Macon,19906,US
11904,2020-07-01,TN,Madison,14194,US
11905,2020-07-01,TN,Marion,3684,US
11906,2020-07-01,TN,Marshall,4613,US
11907,2020-07-01,TN,Maury,18541,US
11908,2020-07-01,TN,McMinn,10253,US
11909,2020-07-01,TN,McNairy,4686,US
11910,2020-07-01,TN,Meigs,1580,US
11911,2020-07-01,TN,Monroe,5960,US
11912,2020-07-01,TN,Montgomery,30874,US
11913,2020-07-01,TN,Moore,791,US
11914,2020-07-01,TN,Morgan,1252,US
11915,2020-07-01,TN,Obion,5629,US
11916,2020-07-01,TN,Overton,2677,US
11917,2020-07-01,TN,Perry,1446,US
11918,2020-07-01,TN,Pickett,345,US
11919,2020-07-01,TN,Polk,2224,US
11920,2020-07-01,TN,Putnam,35471,US
11921,2020-07-01,TN,Rhea,11333,US
11922,2020-07-01,TN,Roane,4234,US
11923,2020-07-01,TN,Robertson,32815,US
11924,2020-07-01,TN,Rutherford,129524,US
11925,2020-07-01,TN,Scott,1118,US
11926,2020-07-01,TN,Sequatchie,1801,US
11927,2020-07-01,TN,Sevier,33295,US
11928,2020-07-01,TN,Shelby,472296,US
11929,2020-07-01,TN,Smith,6384,US
11930,2020-07-01,TN,Stewart,1201,US
11931,2020-07-01,TN,Sullivan,10721,US
11932,2020-07-01,TN,Sumner,70143,US
11933,2020-07-01,TN,Tipton,24387,US
11934,2020-07-01,TN,Trousdale,47392,US
11935,2020-07-01,TN,Unicoi,2267,US
11936,2020-07-01,TN,Union,1421,US
11937,2020-07-01,TN,Van Buren,450,US
11938,2020-07-01,TN,Warren,5957,US
11939,2020-07-01,TN,Washington,12711,US
11940,2020-07-01,TN,Wayne,4195,US
11941,2020-07-01,TN,Weakley,3233,US
11942,2020-07-01,TN,White,3560,US
11943,2020-07-01,TN,Williamson,66752,US
11944,2020-07-01,TN,Wilson,43739,US
11945,2020-07-01,TX,Anderson,54746,PR
11946,2020-07-01,TX,Andrews,5311,PR
11947,2020-07-01,TX,Angelina,29906,PR
11948,2020-07-01,TX,Aransas,2491,PR
11949,2020-07-01,TX,Archer,364,PR
11950,2020-07-01,TX,Armstrong,105,PR
11951,2020-07-01,TX,Atascosa,8719,PR
11952,2020-07-01,TX,Austin,4425,PR
11953,2020-07-01,TX,Bailey,3712,PR
11954,2020-07-01,TX,Bandera,1494,PR
11955,2020-07-01,TX,Bastrop,27020,PR
11956,2020-07-01,TX,Baylor,65,PR
11957,2020-07-01,TX,Bee,6825,PR
11958,2020-07-01,TX,Bell,73675,PR
11959,2020-07-01,TX,Bexar,793048,PR
11960,2020-07-01,TX,Blanco,1901,PR
11961,2020-07-01,TX,Borden,0,PR
11962,2020-07-01,TX,Bosque,1834,PR
11963,2020-07-01,TX,Bowie,17551,PR
11964,2020-07-01,TX,Brazoria,129826,PR
11965,2020-07-01,TX,Brazos,96012,PR
11966,2020-07-01,TX,Brewster,4900,PR
11967,2020-07-01,TX,Briscoe,265,PR
11968,2020-07-01,TX,Brooks,1384,PR
11969,2020-07-01,TX,Brown,6908,PR
11970,2020-07-01,TX,Burleson,5054,PR
11971,2020-07-01,TX,Burnet,9436,PR
11972,2020-07-01,TX,Caldwell,22997,PR
11973,2020-07-01,TX,Calhoun,7070,PR
11974,2020-07-01,TX,Callahan,919,PR
11975,2020-07-01,TX,Cameron,162280,PR
11976,2020-07-01,TX,Camp,4806,PR
11977,2020-07-01,TX,Carson,294,PR
11978,2020-07-01,TX,Cass,2579,PR
11979,2020-07-01,TX,Castro,4001,PR
11980,2020-07-01,TX,Chambers,19222,PR
11981,2020-07-01,TX,Cherokee,13666,PR
11982,2020-07-01,TX,Childress,381,PR
11983,2020-07-01,TX,Clay,565,PR
11984,2020-07-01,TX,Cochran,243,PR
11985,2020-07-01,TX,Coke,420,PR
11986,2020-07-01,TX,Coleman,191,PR
11987,2020-07-01,TX,Collin,148014,PR
11988,2020-07-01,TX,Collingsworth,188,PR
11989,2020-07-01,TX,Colorado,5426,PR
11990,2020-07-01,TX,Comal,35013,PR
11991,2020-07-01,TX,Comanche,1453,PR
11992,2020-07-01,TX,Concho,504,PR
11993,2020-07-01,TX,Cooke,3604,PR
11994,2020-07-01,TX,Coryell,13536,PR
11995,2020-07-01,TX,Cottle,176,PR
11996,2020-07-01,TX,Crane,1975,PR
11997,2020-07-01,TX,Crockett,2275,PR
11998,2020-07-01,TX,Crosby,1128,PR
11999,2020-07-01,TX,Culberson,283,PR
12000,2020-07-01,TX,Dallam,4151,PR
12001,2020-07-01,TX,Dallas,1122916,PR
12002,2020-07-01,TX,Dawson,2965,PR
12003,2020-07-01,TX,DeWitt,8458,PR
12004,2020-07-01,TX,Deaf Smith,13515,PR
12005,2020-07-01,TX,Delta,293,PR
12006,2020-07-01,TX,Denton,142209,PR
12007,2020-07-01,TX,Dickens,94,PR
12008,2020-07-01,TX,Dimmit,1604,PR
12009,2020-07-01,TX,Donley,1041,PR
12010,2020-07-01,TX,Duval,2925,PR
12011,2020-07-01,TX,Eastland,798,PR
12012,2020-07-01,TX,Ector,43679,PR
12013,2020-07-01,TX,Edwards,360,PR
12014,2020-07-01,TX,El Paso,322498,PR
12015,2020-07-01,TX,Ellis,54101,PR
12016,2020-07-01,TX,Erath,8130,PR
12017,2020-07-01,TX,Falls,2065,PR
12018,2020-07-01,TX,Fannin,4763,PR
12019,2020-07-01,TX,Fayette,6017,PR
12020,2020-07-01,TX,Fisher,519,PR
12021,2020-07-01,TX,Floyd,1738,PR
12022,2020-07-01,TX,Foard,31,PR
12023,2020-07-01,TX,Fort Bend,165779,PR
12024,2020-07-01,TX,Franklin,1972,PR
12025,2020-07-01,TX,Freestone,2665,PR
12026,2020-07-01,TX,Frio,10573,PR
12027,2020-07-01,TX,Gaines,1777,PR
12028,2020-07-01,TX,Galveston,194475,PR
12029,2020-07-01,TX,Garza,1567,PR
12030,2020-07-01,TX,Gillespie,3021,PR
12031,2020-07-01,TX,Glasscock,179,PR
12032,2020-07-01,TX,Goliad,1196,PR
12033,2020-07-01,TX,Gonzales,13085,PR
12034,2020-07-01,TX,Gray,4264,PR
12035,2020-07-01,TX,Grayson,24499,PR
12036,2020-07-01,TX,Gregg,27020,PR
12037,2020-07-01,TX,Grimes,21428,PR
12038,2020-07-01,TX,Guadalupe,36500,PR
12039,2020-07-01,TX,Hale,25313,PR
12040,2020-07-01,TX,Hall,103,PR
12041,2020-07-01,TX,Hamilton,1184,PR
12042,2020-07-01,TX,Hansford,1252,PR
12043,2020-07-01,TX,Hardeman,234,PR
12044,2020-07-01,TX,Hardin,15146,PR
12045,2020-07-01,TX,Harris,1561232,PR
12046,2020-07-01,TX,Harrison,14476,PR
12047,2020-07-01,TX,Hartley,1852,PR
12048,2020-07-01,TX,Haskell,541,PR
12049,2020-07-01,TX,Hays,113860,PR
12050,2020-07-01,TX,Hemphill,732,PR
12051,2020-07-01,TX,Henderson,10555,PR
12052,2020-07-01,TX,Hidalgo,305807,PR
12053,2020-07-01,TX,Hill,5555,PR
12054,2020-07-01,TX,Hockley,3659,PR
12055,2020-07-01,TX,Hood,7017,PR
12056,2020-07-01,TX,Hopkins,3418,PR
12057,2020-07-01,TX,Houston,6220,PR
12058,2020-07-01,TX,Howard,2650,PR
12059,2020-07-01,TX,Hudspeth,542,PR
12060,2020-07-01,TX,Hunt,23738,PR
12061,2020-07-01,TX,Hutchinson,2673,PR
12062,2020-07-01,TX,Irion,126,PR
12063,2020-07-01,TX,Jack,527,PR
12064,2020-07-01,TX,Jackson,4202,PR
12065,2020-07-01,TX,Jasper,3768,PR
12066,2020-07-01,TX,Jeff Davis,182,PR
12067,2020-07-01,TX,Jefferson,120848,PR
12068,2020-07-01,TX,Jim Hogg,1117,PR
12069,2020-07-01,TX,Jim Wells,11097,PR
12070,2020-07-01,TX,Johnson,28764,PR
12071,2020-07-01,TX,Jones,19237,PR
12072,2020-07-01,TX,Karnes,3974,PR
12073,2020-07-01,TX,Kaufman,35241,PR
12074,2020-07-01,TX,Kendall,3443,PR
12075,2020-07-01,TX,Kenedy,79,PR
12076,2020-07-01,TX,Kent,32,PR
12077,2020-07-01,TX,Kerr,6731,PR
12078,2020-07-01,TX,Kimble,308,PR
12079,2020-07-01,TX,King,0,PR
12080,2020-07-01,TX,Kinney,208,PR
12081,2020-07-01,TX,Kleberg,6471,PR
12082,2020-07-01,TX,Knox,558,PR
12083,2020-07-01,TX,La Salle,5657,PR
12084,2020-07-01,TX,Lamar,13591,PR
12085,2020-07-01,TX,Lamb,3430,PR
12086,2020-07-01,TX,Lampasas,1449,PR
12087,2020-07-01,TX,Lavaca,11611,PR
12088,2020-07-01,TX,Lee,3362,PR
12089,2020-07-01,TX,Leon,2992,PR
12090,2020-07-01,TX,Liberty,18182,PR
12091,2020-07-01,TX,Limestone,3417,PR
12092,2020-07-01,TX,Lipscomb,382,PR
12093,2020-07-01,TX,Live Oak,2706,PR
12094,2020-07-01,TX,Llano,1528,PR
12095,2020-07-01,TX,Loving,0,PR
12096,2020-07-01,TX,Lubbock,122982,PR
12097,2020-07-01,TX,Lynn,1606,PR
12098,2020-07-01,TX,Madison,6578,PR
12099,2020-07-01,TX,Marion,2248,PR
12100,2020-07-01,TX,Martin,926,PR
12101,2020-07-01,TX,Mason,1132,PR
12102,2020-07-01,TX,Matagorda,13087,PR
12103,2020-07-01,TX,Maverick,30192,PR
12104,2020-07-01,TX,McCulloch,837,PR
12105,2020-07-01,TX,McLennan,88928,PR
12106,2020-07-01,TX,McMullen,81,PR
12107,2020-07-01,TX,Medina,13254,PR
12108,2020-07-01,TX,Menard,414,PR
12109,2020-07-01,TX,Midland,35885,PR
12110,2020-07-01,TX,Milam,5892,PR
12111,2020-07-01,TX,Mills,231,PR
12112,2020-07-01,TX,Mitchell,847,PR
12113,2020-07-01,TX,Montague,1010,PR
12114,2020-07-01,TX,Montgomery,124722,PR
12115,2020-07-01,TX,Moore,29061,PR
12116,2020-07-01,TX,Morris,1858,PR
12117,2020-07-01,TX,Motley,71,PR
12118,2020-07-01,TX,Nacogdoches,20445,PR
12119,2020-07-01,TX,Navarro,15703,PR
12120,2020-07-01,TX,Newton,1032,PR
12121,2020-07-01,TX,Nolan,2532,PR
12122,2020-07-01,TX,Nueces,205983,PR
12123,2020-07-01,TX,Ochiltree,1976,PR
12124,2020-07-01,TX,Oldham,232,PR
12125,2020-07-01,TX,Orange,18794,PR
12126,2020-07-01,TX,Palo Pinto,2709,PR
12127,2020-07-01,TX,Panola,7355,PR
12128,2020-07-01,TX,Parker,19996,PR
12129,2020-07-01,TX,Parmer,7834,PR
12130,2020-07-01,TX,Pecos,5011,PR
12131,2020-07-01,TX,Polk,12165,PR
12132,2020-07-01,TX,Potter,97483,PR
12133,2020-07-01,TX,Presidio,854,PR
12134,2020-07-01,TX,Rains,756,PR
12135,2020-07-01,TX,Randall,36775,PR
12136,2020-07-01,TX,Reagan,1133,PR
12137,2020-07-01,TX,Real,766,PR
12138,2020-07-01,TX,Red River,3857,PR
12139,2020-07-01,TX,Reeves,2558,PR
12140,2020-07-01,TX,Refugio,2539,PR
12141,2020-07-01,TX,Roberts,171,PR
12142,2020-07-01,TX,Robertson,4062,PR
12143,2020-07-01,TX,Rockwall,16004,PR
12144,2020-07-01,TX,Runnels,1293,PR
12145,2020-07-01,TX,Rusk,8696,PR
12146,2020-07-01,TX,Sabine,1027,PR
12147,2020-07-01,TX,San Augustine,4089,PR
12148,2020-07-01,TX,San Jacinto,3136,PR
12149,2020-07-01,TX,San Patricio,12561,PR
12150,2020-07-01,TX,San Saba,356,PR
12151,2020-07-01,TX,Schleicher,841,PR
12152,2020-07-01,TX,Scurry,8412,PR
12153,2020-07-01,TX,Shackelford,328,PR
12154,2020-07-01,TX,Shelby,9822,PR
12155,2020-07-01,TX,Sherman,1024,PR
12156,2020-07-01,TX,Smith,47153,PR
12157,2020-07-01,TX,Somervell,950,PR
12158,2020-07-01,TX,Starr,36640,PR
12159,2020-07-01,TX,Stephens,512,PR
12160,2020-07-01,TX,Sterling,2,PR
12161,2020-07-01,TX,Stonewall,56,PR
12162,2020-07-01,TX,Sutton,994,PR
12163,2020-07-01,TX,Swisher,1796,PR
12164,2020-07-01,TX,Tarrant,612041,PR
12165,2020-07-01,TX,Taylor,24087,PR
12166,2020-07-01,TX,Terrell,63,PR
12167,2020-07-01,TX,Terry,1880,PR
12168,2020-07-01,TX,Throckmorton,48,PR
12169,2020-07-01,TX,Titus,28898,PR
12170,2020-07-01,TX,Tom Green,30748,PR
12171,2020-07-01,TX,Travis,488751,PR
12172,2020-07-01,TX,Trinity,2609,PR
12173,2020-07-01,TX,Tyler,1662,PR
12174,2020-07-01,TX,Upshur,3588,PR
12175,2020-07-01,TX,Upton,322,PR
12176,2020-07-01,TX,Uvalde,8749,PR
12177,2020-07-01,TX,Val Verde,18115,PR
12178,2020-07-01,TX,Van Zandt,6638,PR
12179,2020-07-01,TX,Victoria,61604,PR
12180,2020-07-01,TX,Walker,75392,PR
12181,2020-07-01,TX,Waller,8465,PR
12182,2020-07-01,TX,Ward,1657,PR
12183,2020-07-01,TX,Washington,11556,PR
12184,2020-07-01,TX,Webb,106359,PR
12185,2020-07-01,TX,Wharton,11790,PR
12186,2020-07-01,TX,Wheeler,747,PR
12187,2020-07-01,TX,Wichita,20101,PR
12188,2020-07-01,TX,Wilbarger,716,PR
12189,2020-07-01,TX,Willacy,12311,PR
12190,2020-07-01,TX,Williamson,127648,PR
12191,2020-07-01,TX,Wilson,8266,PR
12192,2020-07-01,TX,Winkler,1494,PR
12193,2020-07-01,TX,Wise,6489,PR
12194,2020-07-01,TX,Wood,5173,PR
12195,2020-07-01,TX,Yoakum,1546,PR
12196,2020-07-01,TX,Young,2090,PR
12197,2020-07-01,TX,Zapata,2954,PR
12198,2020-07-01,TX,Zavala,2601,PR
12199,2020-07-01,UT,Beaver,485,US
12200,2020-07-01,UT,Box Elder,7475,US
12201,2020-07-01,UT,Cache,51025,US
12202,2020-07-01,UT,Carbon,653,US
12203,2020-07-01,UT,Daggett,0,US
12204,2020-07-01,UT,Davis,64705,US
12205,2020-07-01,UT,Duchesne,1131,US
12206,2020-07-01,UT,Emery,334,US
12207,2020-07-01,UT,Garfield,767,US
12208,2020-07-01,UT,Grand,888,US
12209,2020-07-01,UT,Iron,12403,US
12210,2020-07-01,UT,Juab,1247,US
12211,2020-07-01,UT,Kane,878,US
12212,2020-07-01,UT,Millard,2738,US
12213,2020-07-01,UT,Morgan,1044,US
12214,2020-07-01,UT,Piute,121,US
12215,2020-07-01,UT,Rich,145,US
12216,2020-07-01,UT,Salt Lake,479931,US
12217,2020-07-01,UT,San Juan,15624,US
12218,2020-07-01,UT,Sanpete,2381,US
12219,2020-07-01,UT,Sevier,1939,US
12220,2020-07-01,UT,Summit,18628,US
12221,2020-07-01,UT,Tooele,12015,US
12222,2020-07-01,UT,Uintah,1583,US
12223,2020-07-01,UT,Utah,182565,US
12224,2020-07-01,UT,Wasatch,14592,US
12225,2020-07-01,UT,Washington,54570,US
12226,2020-07-01,UT,Wayne,9,US
12227,2020-07-01,UT,Weber,55779,US
12228,2020-07-01,VA,Accomack,32611,PR
12229,2020-07-01,VA,Albemarle,18252,PR
12230,2020-07-01,VA,Alleghany,1516,PR
12231,2020-07-01,VA,Amelia,1748,PR
12232,2020-07-01,VA,Amherst,1752,PR
12233,2020-07-01,VA,Appomattox,1584,PR
12234,2020-07-01,VA,Arlington,83244,PR
12235,2020-07-01,VA,Augusta,6784,PR
12236,2020-07-01,VA,Bath,54,PR
12237,2020-07-01,VA,Bedford,5705,PR
12238,2020-07-01,VA,Bland,141,PR
12239,2020-07-01,VA,Botetourt,4934,PR
12240,2020-07-01,VA,Brunswick,4547,PR
12241,2020-07-01,VA,Buchanan,1530,PR
12242,2020-07-01,VA,Buckingham,17969,PR
12243,2020-07-01,VA,Campbell,2459,PR
12244,2020-07-01,VA,Caroline,4689,PR
12245,2020-07-01,VA,Carroll,8233,PR
12246,2020-07-01,VA,Charles City,1328,PR
12247,2020-07-01,VA,Charlotte,1220,PR
12248,2020-07-01,VA,Chesterfield,104899,PR
12249,2020-07-01,VA,City of Alexandria,78630,PR
12250,2020-07-01,VA,City of Bristol,666,PR
12251,2020-07-01,VA,City of Buena Vista,877,PR
12252,2020-07-01,VA,City of Charlottesville,10203,PR
12253,2020-07-01,VA,City of Chesapeake,49104,PR
12254,2020-07-01,VA,City of Colonial Heights,5001,PR
12255,2020-07-01,VA,City of Covington,209,PR
12256,2020-07-01,VA,City of Danville,5372,PR
12257,2020-07-01,VA,City of Emporia,4661,PR
12258,2020-07-01,VA,City of Fairfax,2280,PR
12259,2020-07-01,VA,City of Falls Church,1684,PR
12260,2020-07-01,VA,City of Franklin,2582,PR
12261,2020-07-01,VA,City of Fredericksburg,9050,PR
12262,2020-07-01,VA,City of Galax,9190,PR
12263,2020-07-01,VA,City of Hampton,19742,PR
12264,2020-07-01,VA,City of Harrisonburg,30884,PR
12265,2020-07-01,VA,City of Hopewell,6752,PR
12266,2020-07-01,VA,City of Lexington,634,PR
12267,2020-07-01,VA,City of Lynchburg,7560,PR
12268,2020-07-01,VA,City of Manassas,46827,PR
12269,2020-07-01,VA,City of Manassas Park,14433,PR
12270,2020-07-01,VA,City of Martinsville,3821,PR
12271,2020-07-01,VA,City of Newport News,31374,PR
12272,2020-07-01,VA,City of Norfolk,60398,PR
12273,2020-07-01,VA,City of Norton,178,PR
12274,2020-07-01,VA,City of Petersburg,10775,PR
12275,2020-07-01,VA,City of Poquoson,788,PR
12276,2020-07-01,VA,City of Portsmouth,28001,PR
12277,2020-07-01,VA,City of Radford,594,PR
12278,2020-07-01,VA,City of Richmond,78150,PR
12279,2020-07-01,VA,City of Roanoke,19136,PR
12280,2020-07-01,VA,City of Salem,3200,PR
12281,2020-07-01,VA,City of Staunton,3340,PR
12282,2020-07-01,VA,City of Suffolk,21303,PR
12283,2020-07-01,VA,City of Virginia Beach,75730,PR
12284,2020-07-01,VA,City of Waynesboro,4094,PR
12285,2020-07-01,VA,City of Williamsburg,2711,PR
12286,2020-07-01,VA,City of Winchester,11230,PR
12287,2020-07-01,VA,Clarke,1883,PR
12288,2020-07-01,VA,Craig,324,PR
12289,2020-07-01,VA,Culpeper,27201,PR
12290,2020-07-01,VA,Cumberland,1844,PR
12291,2020-07-01,VA,Dickenson,294,PR
12292,2020-07-01,VA,Dinwiddie,5139,PR
12293,2020-07-01,VA,Essex,2073,PR
12294,2020-07-01,VA,Fairfax,457424,PR
12295,2020-07-01,VA,Fauquier,15700,PR
12296,2020-07-01,VA,Floyd,769,PR
12297,2020-07-01,VA,Fluvanna,4401,PR
12298,2020-07-01,VA,Franklin,3672,PR
12299,2020-07-01,VA,Frederick,17893,PR
12300,2020-07-01,VA,Giles,569,PR
12301,2020-07-01,VA,Gloucester,2761,PR
12302,2020-07-01,VA,Goochland,4220,PR
12303,2020-07-01,VA,Grayson,3155,PR
12304,2020-07-01,VA,Greene,2982,PR
12305,2020-07-01,VA,Greensville,11967,PR
12306,2020-07-01,VA,Halifax,2922,PR
12307,2020-07-01,VA,Hanover,15671,PR
12308,2020-07-01,VA,Henrico,93115,PR
12309,2020-07-01,VA,Henry,11610,PR
12310,2020-07-01,VA,Highland,93,PR
12311,2020-07-01,VA,Isle of Wight,7835,PR
12312,2020-07-01,VA,James City,12438,PR
12313,2020-07-01,VA,King George,3337,PR
12314,2020-07-01,VA,King William,1843,PR
12315,2020-07-01,VA,King and Queen,920,PR
12316,2020-07-01,VA,Lancaster,612,PR
12317,2020-07-01,VA,Lee,1191,PR
12318,2020-07-01,VA,Loudoun,141073,PR
12319,2020-07-01,VA,Louisa,4506,PR
12320,2020-07-01,VA,Lunenburg,1328,PR
12321,2020-07-01,VA,Madison,1546,PR
12322,2020-07-01,VA,Mathews,256,PR
12323,2020-07-01,VA,Mecklenburg,8413,PR
12324,2020-07-01,VA,Middlesex,582,PR
12325,2020-07-01,VA,Montgomery,6403,PR
12326,2020-07-01,VA,Nelson,822,PR
12327,2020-07-01,VA,New Kent,2585,PR
12328,2020-07-01,VA,Northampton,8693,PR
12329,2020-07-01,VA,Northumberland,1498,PR
12330,2020-07-01,VA,Nottoway,4276,PR
12331,2020-07-01,VA,Orange,5398,PR
12332,2020-07-01,VA,Page,9558,PR
12333,2020-07-01,VA,Patrick,1998,PR
12334,2020-07-01,VA,Pittsylvania,6385,PR
12335,2020-07-01,VA,Powhatan,3083,PR
12336,2020-07-01,VA,Prince Edward,7458,PR
12337,2020-07-01,VA,Prince George,8679,PR
12338,2020-07-01,VA,Prince William,249497,PR
12339,2020-07-01,VA,Pulaski,1796,PR
12340,2020-07-01,VA,Rappahannock,1016,PR
12341,2020-07-01,VA,Richmond,9601,PR
12342,2020-07-01,VA,Roanoke,10689,PR
12343,2020-07-01,VA,Rockbridge,1381,PR
12344,2020-07-01,VA,Rockingham,25001,PR
12345,2020-07-01,VA,Russell,927,PR
12346,2020-07-01,VA,Scott,730,PR
12347,2020-07-01,VA,Shenandoah,19499,PR
12348,2020-07-01,VA,Smyth,1965,PR
12349,2020-07-01,VA,Southampton,6001,PR
12350,2020-07-01,VA,Spotsylvania,35136,PR
12351,2020-07-01,VA,Stafford,34258,PR
12352,2020-07-01,VA,Surry,757,PR
12353,2020-07-01,VA,Sussex,7188,PR
12354,2020-07-01,VA,Tazewell,1297,PR
12355,2020-07-01,VA,Warren,9953,PR
12356,2020-07-01,VA,Washington,3222,PR
12357,2020-07-01,VA,Westmoreland,5195,PR
12358,2020-07-01,VA,Wise,1536,PR
12359,2020-07-01,VA,Wythe,2177,PR
12360,2020-07-01,VA,York,6186,PR
12361,2020-07-01,VT,Addison,2155,US
12362,2020-07-01,VT,Bennington,2386,US
12363,2020-07-01,VT,Caledonia,715,US
12364,2020-07-01,VT,Chittenden,20780,US
12365,2020-07-01,VT,Essex,131,US
12366,2020-07-01,VT,Franklin,3446,US
12367,2020-07-01,VT,Grand Isle,370,US
12368,2020-07-01,VT,Lamoille,1196,US
12369,2020-07-01,VT,Orange,345,US
12370,2020-07-01,VT,Orleans,434,US
12371,2020-07-01,VT,Rutland,2442,US
12372,2020-07-01,VT,Washington,1365,US
12373,2020-07-01,VT,Windham,3070,US
12374,2020-07-01,VT,Windsor,1991,US
12375,2020-07-01,WA,Adams,8250,US
12376,2020-07-01,WA,Asotin,665,US
12377,2020-07-01,WA,Benton,81163,US
12378,2020-07-01,WA,Chelan,20693,US
12379,2020-07-01,WA,Clallam,1939,US
12380,2020-07-01,WA,Clark,35058,US
12381,2020-07-01,WA,Columbia,297,US
12382,2020-07-01,WA,Cowlitz,9579,US
12383,2020-07-01,WA,Douglas,14247,US
12384,2020-07-01,WA,Ferry,156,US
12385,2020-07-01,WA,Franklin,78798,US
12386,2020-07-01,WA,Garfield,38,US
12387,2020-07-01,WA,Grant,27055,US
12388,2020-07-01,WA,Grays Harbor,1731,US
12389,2020-07-01,WA,Island,6556,US
12390,2020-07-01,WA,Jefferson,1418,US
12391,2020-07-01,WA,King,392367,US
12392,2020-07-01,WA,Kitsap,11463,US
12393,2020-07-01,WA,Kittitas,7252,US
12394,2020-07-01,WA,Klickitat,2491,US
12395,2020-07-01,WA,Lewis,3496,US
12396,2020-07-01,WA,Lincoln,180,US
12397,2020-07-01,WA,Mason,2453,US
12398,2020-07-01,WA,Okanogan,10667,US
12399,2020-07-01,WA,Pacific,682,US
12400,2020-07-01,WA,Pend Oreille,566,US
12401,2020-07-01,WA,Pierce,111360,US
12402,2020-07-01,WA,San Juan,715,US
12403,2020-07-01,WA,Skagit,20142,US
12404,2020-07-01,WA,Skamania,959,US
12405,2020-07-01,WA,Snohomish,130658,US
12406,2020-07-01,WA,Spokane,75587,US
12407,2020-07-01,WA,Stevens,1204,US
12408,2020-07-01,WA,Thurston,12915,US
12409,2020-07-01,WA,Wahkiakum,159,US
12410,2020-07-01,WA,Walla Walla,8176,US
12411,2020-07-01,WA,Whatcom,23435,US
12412,2020-07-01,WA,Whitman,1638,US
12413,2020-07-01,WA,Yakima,267364,US
12414,2020-07-01,WI,Adams,1415,US
12415,2020-07-01,WI,Ashland,272,US
12416,2020-07-01,WI,Barron,2342,US
12417,2020-07-01,WI,Bayfield,321,US
12418,2020-07-01,WI,Brown,105238,US
12419,2020-07-01,WI,Buffalo,665,US
12420,2020-07-01,WI,Burnett,200,US
12421,2020-07-01,WI,Calumet,5256,US
12422,2020-07-01,WI,Chippewa,4622,US
12423,2020-07-01,WI,Clark,3814,US
12424,2020-07-01,WI,Columbia,4438,US
12425,2020-07-01,WI,Crawford,1436,US
12426,2020-07-01,WI,Dane,98387,US
12427,2020-07-01,WI,Dodge,16978,US
12428,2020-07-01,WI,Door,1994,US
12429,2020-07-01,WI,Douglas,2087,US
12430,2020-07-01,WI,Dunn,2017,US
12431,2020-07-01,WI,Eau Claire,11266,US
12432,2020-07-01,WI,Florence,146,US
12433,2020-07-01,WI,Fond du Lac,12802,US
12434,2020-07-01,WI,Forest,1505,US
12435,2020-07-01,WI,Grant,7131,US
12436,2020-07-01,WI,Green,3410,US
12437,2020-07-01,WI,Green Lake,1364,US
12438,2020-07-01,WI,Iowa,1458,US
12439,2020-07-01,WI,Iron,883,US
12440,2020-07-01,WI,Jackson,1091,US
12441,2020-07-01,WI,Jefferson,12251,US
12442,2020-07-01,WI,Juneau,2161,US
12443,2020-07-01,WI,Kenosha,59240,US
12444,2020-07-01,WI,Kewaunee,2585,US
12445,2020-07-01,WI,La Crosse,19516,US
12446,2020-07-01,WI,Lafayette,2653,US
12447,2020-07-01,WI,Langlade,520,US
12448,2020-07-01,WI,Lincoln,1002,US
12449,2020-07-01,WI,Manitowoc,5581,US
12450,2020-07-01,WI,Marathon,10626,US
12451,2020-07-01,WI,Marinette,4519,US
12452,2020-07-01,WI,Marquette,1528,US
12453,2020-07-01,WI,Menominee,345,US
12454,2020-07-01,WI,Milwaukee,470352,US
12455,2020-07-01,WI,Monroe,4318,US
12456,2020-07-01,WI,Oconto,3258,US
12457,2020-07-01,WI,Oneida,1322,US
12458,2020-07-01,WI,Outagamie,23158,US
12459,2020-07-01,WI,Ozaukee,11186,US
12460,2020-07-01,WI,Pepin,601,US
12461,2020-07-01,WI,Pierce,3538,US
12462,2020-07-01,WI,Polk,2418,US
12463,2020-07-01,WI,Portage,8031,US
12464,2020-07-01,WI,Price,318,US
12465,2020-07-01,WI,Racine,78868,US
12466,2020-07-01,WI,Richland,558,US
12467,2020-07-01,WI,Rock,34355,US
12468,2020-07-01,WI,Rusk,375,US
12469,2020-07-01,WI,Sauk,6303,US
12470,2020-07-01,WI,Sawyer,559,US
12471,2020-07-01,WI,Shawano,3310,US
12472,2020-07-01,WI,Sheboygan,11083,US
12473,2020-07-01,WI,St. Croix,9454,US
12474,2020-07-01,WI,Taylor,849,US
